process,software,data item,data model,data format specification
disciplinary analysis,,,,postscript
disciplinary analysis,,,,json
disciplinary analysis,,,,pdf
disciplinary analysis,,,,parasolid
disciplinary analysis,,,,igs
disciplinary analysis,,,,html
disciplinary analysis,,,,flash
disciplinary analysis,,,,vrml
disciplinary analysis,,,,step
disciplinary analysis,,,,flat file
disciplinary analysis,,,,database
disciplinary analysis,,,,iges
disciplinary analysis,,,,acis
disciplinary analysis,,,,ms word
disciplinary analysis,,,,txt
disciplinary analysis,,,,add
disciplinary analysis,,,,owl
disciplinary analysis,,,,ms excel
disciplinary analysis,,,,png
disciplinary analysis,,,,dxf
disciplinary analysis,,,,cpacs
disciplinary analysis,,,,soap
disciplinary analysis,,,,ad_asm
disciplinary analysis,,,,rdf
disciplinary analysis,,,,jpeg
disciplinary analysis,,,,xml
disciplinary analysis,,,,stl
disciplinary analysis,,,,gif
disciplinary analysis,,,,mpeg
disciplinary analysis,,,,direct api
flight test,cloud visualization,,,
flight test,inverted index,,,
flight test,tornado,,,
flight test,learning tools,,,
flight test,nextgen avionics systems,,,
flight test,pest,,,
flight test,cpacspy library,,,
flight test,eclipse plugin,,,
flight test,syndeia,,,
flight test,isight,,,
flight test,fsms,,,
flight test,surrogate model repository,,,
flight test,solidedge,,,
flight test,ideas,,,
flight test,oracle server,,,
flight test,wikipedia,,,
flight test,triple store,,,
flight test,modelcenter,,,
flight test,catia,,,
flight test,jade,,,
flight test,reasoner,,,
flight test,fortran application,,,
flight test,product data management system,,,
flight test,ceasiom,,,
flight test,imagenet,,,
flight test,excel,,,
flight test,file server,,,
flight test,visualization package,,,
flight test,openmdao,,,
flight test,git,,,
flight test,brics,,,
flight test,tr,,,
flight test,matlab,,,
flight test,spss,,,
flight test,web server,,,
flight test,data mining,,,
flight test,whatsopt,,,
flight test,kaon,,,
flight test,janus,,,
flight test,python application,,,
flight test,express application,,,
flight test,tigl,,,
flight test,share point,,,
flight test,aaa,,,
flight test,optimus workflow management tool,,,
flight test,davetools,,,
flight test,outlook,,,
flight test,api,,,
flight test,ug,,,
flight test,tixi,,,
flight test,sumo,,,
flight test,rce,,,
flight test,cad programming interface,,,
flight test,semsearch,,,
flight test,java application,,,
flight test, engineering java programming,,,
flight test,access,,,
flight test,flops,,,
flight test,multilinq,,,
flight test,oracle,,,
flight test,jupyter notebook,,,
flight test,expert systems,,,
flight test,multi-agent collaborative system,,,
flight test,sas,,,
flight test,eclipse,,,
flight test,networkx,,,
flight test,google,,,
flight test,solidworks,,,
flight test,workflow systems,,,
flight test,ke-chain,,,
flight test,word,,,
flight test,texttoonto,,,
flight test,brics technology,,,
flight test,proteus,,,
flight test,prado,,,
flight test,protégé,,,
flight test,optimus,,,
flight test,web-based decision tool,,,
flight test,,assemblies,,
flight test,,knowledge base,,
flight test,,cad,,
flight test,,word processor documents,,
flight test,,system definition,,
flight test,,difficulty,,
flight test,,measurement data,,
flight test,,knowledge graph,,
flight test,,tools needed,,
flight test,,manufacturing method,,
flight test,,ontology,,
flight test,,point clouds,,
flight test,,quantity,,
flight test,,images,,
flight test,,explicit geometry,,
flight test,,object definitions,,
flight test,,capp,,
flight test,,cfd simulation data,,
flight test,,live video,,
flight test,,description,,
flight test,,sysml model,,
flight test,,implicit geometry,,
flight test,,cfd code,,
flight test,,video,,
flight test,,tooling parts,,
flight test,,audio,,
flight test,,material,,
flight test,,word doc,,
flight test,,image,,
flight test,,forms,,
flight test,,animation,,
flight test,,lexical data,,
flight test,,design parts,,
flight test,,taxonomy,,
flight test,,bom,,
flight test,,mind map,,
flight test,,business logic,,
flight test,,external web page,,
flight test,,documents,,
flight test,,babelnet,,
flight test,,freebase,,
flight test,,metadata,,
flight test,,cad representation,,
flight test,,section description,,
flight test,,process definitions,,
flight test,,pdf files,,
flight test,,,nasa taxonomy,
flight test,,,orbital space environment domain ontology,
flight test,,,sysml,
flight test,,,mdax,
flight test,,,sql,
flight test,,,airspace system ontology,
flight test,,,topic maps,
flight test,,,yawl,
flight test,,,openvsp,
flight test,,,vampzero,
flight test,,,uml,
flight test,,,addam,
flight test,,,fortan,
flight test,,,postgresql,
flight test,,,kadmos,
flight test,,,sparql,
flight test,,,codex,
flight test,,,vba,
flight test,,,rds,
flight test,,,xquery,
flight test,,,sysml ,
flight test,,,owl dl,
flight test,,,cco,
flight test,,,owl-ql,
flight test,,,express,
flight test,,,cypher,
flight test,,,multiwordnet,
flight test,,,cmdows,
flight test,,,aerospace ontology,
flight test,,,rvf,
flight test,,,python,
flight test,,,bfo,
flight test,,,dtad,
flight test,,,xml-schema-definition,
flight test,,,wordnet,
flight test,,,nosql,
flight test,,,,dwf
flight test,,,,wmv
flight test,,,,csv
flight test,,,,dwg
flight test,,,,postscript
flight test,,,,json
flight test,,,,pdf
flight test,,,,parasolid
flight test,,,,igs
flight test,,,,jpg
flight test,,,,html
flight test,,,,flash
flight test,,,,vrml
flight test,,,,jpgs
flight test,,,,step
flight test,,,,wav
flight test,,,,mov
flight test,,,,flat file
flight test,,,,database
flight test,,,,iges
flight test,,,,acis
flight test,,,,ms word
flight test,,,,txt
flight test,,,,tiff
flight test,,,,add
flight test,,,,owl
flight test,,,,ms excel
flight test,,,,png
flight test,,,,dxf
flight test,,,,cpacs
flight test,,,,soap
flight test,,,,ad_asm
flight test,,,,rdf
flight test,,,,jpeg
flight test,,,,xml
flight test,,,,stl
flight test,,,,gif
flight test,,,,ad_prt
flight test,,,,mpeg
flight test,,,,wrp
flight test,,,,direct api
convert file formats,cloud visualization,,,
convert file formats,learning tools,,,
convert file formats,eclipse plugin,,,
convert file formats,isight,,,
convert file formats,ideas,,,
convert file formats,oracle server,,,
convert file formats,wikipedia,,,
convert file formats,triple store,,,
convert file formats,modelcenter,,,
convert file formats,catia,,,
convert file formats,jade,,,
convert file formats,reasoner,,,
convert file formats,fortran application,,,
convert file formats,product data management system,,,
convert file formats,excel,,,
convert file formats,file server,,,
convert file formats,visualization package,,,
convert file formats,tr,,,
convert file formats,spss,,,
convert file formats,web server,,,
convert file formats,data mining,,,
convert file formats,python application,,,
convert file formats,express application,,,
convert file formats,tigl,,,
convert file formats,share point,,,
convert file formats,outlook,,,
convert file formats,api,,,
convert file formats,tixi,,,
convert file formats,sumo,,,
convert file formats,rce,,,
convert file formats,cad programming interface,,,
convert file formats,java application,,,
convert file formats, engineering java programming,,,
convert file formats,access,,,
convert file formats,oracle,,,
convert file formats,expert systems,,,
convert file formats,multi-agent collaborative system,,,
convert file formats,eclipse,,,
convert file formats,google,,,
convert file formats,workflow systems,,,
convert file formats,word,,,
convert file formats,protégé,,,
convert file formats,web-based decision tool,,,
convert file formats,,assemblies,,
convert file formats,,knowledge base,,
convert file formats,,cad,,
convert file formats,,word processor documents,,
convert file formats,,system definition,,
convert file formats,,difficulty,,
convert file formats,,measurement data,,
convert file formats,,knowledge graph,,
convert file formats,,manufacturing method,,
convert file formats,,ontology,,
convert file formats,,point clouds,,
convert file formats,,quantity,,
convert file formats,,images,,
convert file formats,,explicit geometry,,
convert file formats,,object definitions,,
convert file formats,,capp,,
convert file formats,,cfd simulation data,,
convert file formats,,live video,,
convert file formats,,description,,
convert file formats,,sysml model,,
convert file formats,,implicit geometry,,
convert file formats,,cfd code,,
convert file formats,,video,,
convert file formats,,tooling parts,,
convert file formats,,audio,,
convert file formats,,material,,
convert file formats,,word doc,,
convert file formats,,image,,
convert file formats,,forms,,
convert file formats,,animation,,
convert file formats,,lexical data,,
convert file formats,,design parts,,
convert file formats,,taxonomy,,
convert file formats,,bom,,
convert file formats,,mind map,,
convert file formats,,business logic,,
convert file formats,,external web page,,
convert file formats,,documents,,
convert file formats,,metadata,,
convert file formats,,cad representation,,
convert file formats,,section description,,
convert file formats,,process definitions,,
convert file formats,,pdf files,,
convert file formats,,,nasa taxonomy,
convert file formats,,,orbital space environment domain ontology,
convert file formats,,,sysml,
convert file formats,,,sql,
convert file formats,,,topic maps,
convert file formats,,,uml,
convert file formats,,,postgresql,
convert file formats,,,sparql,
convert file formats,,,xquery,
convert file formats,,,sysml ,
