;system design;concept design;knowledge engineering;system integration;product design;knowledge management;product support;decision support;link analysis;detailed design;test report;information search;feature processing;resource description;system specification;product data management;knowledge capture;access product design data;system identification;engine analysis;configuration management;data validation;information classification;data storage;knowledge base building;semantic representation;knowledge classification;knowledge storage;project planning;business process integration;failure management;preliminary design;data visualization;information sharing;ground test;calculation report;design space visualization;mission analysis;life cycle simulation;flight test;product verification;knowledge exploration;knowledge discovery;customer service;general assembly;context inference;ontology modeling;conceptual modelling;workflow management;flight test report;system synthesis;multidisciplinary modeling;express ontology;knowledge based engineering;information push;enterprise resource planning;disciplinary analysis;descriptive information generation;physical sensing;ontological engineering;information clustering;automated reasoning;structural solver;manufacturing preparation;problem solving;multimedia document processing;terminology recognition;nation decision;design blueprint;tooling development;share documents;mdo process formulation;generate fem model;semantic lexicon;design concepts formalization;airworthiness test;interest profiling;activity profiling;system architecting;wf execution;convert file formats;accessory manufacture;managing project files;digital mockup;identify different tooling types;engine accessory purchase;semantic information transferring;issue tc pc ac certification;software interlinking;wide body transports;knowlege graph construction;pattern analyis;knowledge systematisation;processe data;product data management system;share point;express application;expert systems;web server;file server;java application;workflow systems;data mining;visualization package;engineering java programming;python application;learning tools;cloud visualization;cad programming interface;triple store;fortran application;oracle server;surrogate model repository;eclipse plugin;inverted index;optimus workflow management tool;brics technology;nextgen avionics systems;vampzero element;jupyter notebook;gkn fokker;electronic bulletin boards;nasa ames function table processor scripts;knowledge mangement tool;cad representation vdsm;software interlinking tools;cpacspy library;qfview web interface;swf software package rce;knowledge base;system definition;section description;measurement data;manufacturing method;external web page;cad representation;mind map;explicit geometry;live video;cfd simulation data;cfd code;implicit geometry;design parts;sysml model;word doc;lexical data;process definitions;object definitions;point clouds;tooling parts;pdf files;word processor documents;tools needed;formatted documents;direct api;ms word;flat file;ms excel;owl dl;topic maps;aerospace ontology;nasa taxonomy;orbital space environment domain ontology;airspace system ontology;bond graphs
Mccall - 2021 - Automating Aerospace Synthesis Code Generation A T;0;0;0;0;0;0;0;0;0;0;2281;0;0;7298;0;0;0;1880;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;2796;0;0;0;0;0;0;0;4209;0;0;2281;0;0;135753;0;0;-1;0;3001;0;-1;-1;0;0;0;0;0;0;0;0;-1;2779;0;24664;0;16698;-1;-1;-1;0;-1;0;-1;0;-1;0;-1;0;-1;-1;9898;-1;0;-1;0;0;0;0;0;0;0;5159;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;-1;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;0;1246;0;0;-1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0
Tan - 2015 - Contribution to t he Onboard Context Sensitive Inf;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;1946;0;2082;0;0;0;0;-1;-1;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;10308;0;0;0;-1;0;0;0;-1;0;-1;0;0;-1;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;-1;0;0;0;-1;0;-1;0;0;0;0;-1;0;0;-1;0;-1;13911;0;-1;-1;0;106036;-1;-1;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;1426;0;0;13069;-1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0
Koleti - 2015 - Cloud Implementation of Design Software for Streng;0;0;-1;0;0;0;0;-1;25345;-1;0;0;0;0;0;0;0;1253;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;29567;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;-1;0;0;0;-1;0;0;0;0;1073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0
Mahesh und Suresh - 2008 - Representing and managing context Toward knowledg;0;0;0;0;0;0;0;0;4445;-1;1599;0;0;0;-1;0;0;15169;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;0;-1;-1;0;-1;-1;0;-1;0;0;0;0;0;0;0;29999;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;-1;0;0;0;0;-1;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;4948;0;0;0;0;0;0;24279;0;0;0;0;0;0;0;0;0;0;0;0;-1;3992;0;0;0;0;0;0;0;0;0;0;-1;0
Ren et al. - 2017 - Small Unmanned Aircraft System (sUAS) Trajectory M;0;0;13853;0;0;0;5578;-1;2051;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;-1;0;0;0;0;2683;0;0;0;15195;0;0;5591;0;0;-1;0;0;0;0;0;0;-1;0;0;-1;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;-1;-1;-1;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;7641;0;0;0;0;0;0;0;0;0;0;4203;0;0;0;0;0;0;0;0;0;0;-1;0
Vargas-Hernandez und Shah - 2005 - PRINCIPLES FOR THE DEVELOPMENT OF A COMPUTER AIDED;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;3576;0;-1;0;-1;0;6167;0;0;0;0;0;0;0;2020;0;0;-1;-1;0;0;0;0;0;-1;-1;0;-1;-1;0;0;-1;-1;0;0;-1;-1;0;0;0;0;0;0;-1;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;-1;-1;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;27839;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Seubers - 2013 - Data assimilation in openfoam using openda;0;0;0;0;0;0;1751;-1;6404;0;0;0;0;0;0;0;0;5015;0;0;0;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;0;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;5666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Gillespie et al. - 2016 - Identifiers and Use Case in Scientific Research;0;0;1226;0;0;0;0;0;0;0;0;0;0;0;1142;0;0;-1;0;0;3109;0;0;0;2811;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;7851;0;-1;-1;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;-1;0;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;2561;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Lefebvre et al. - 2018 - A clustered and surrogate-based MDA use case for M;0;0;0;0;0;0;0;0;2310;0;0;0;0;-1;0;5697;0;0;0;0;0;0;-1;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;-1;0;-1;0;0;0;-1;-1;0;-1;0;-1;0;-1;0;-1;-1;-1;-1;0;-1;0;5697;0;-1;0;0;0;-1;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;2075;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;-1
Yongsheng Ma et al. - 2008 - Web Service-oriented Electronic Catalogs for Produ;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5334;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;-1;0;0;0;-1;0;0;0;0;-1;-1;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;-1;0;-1;0;-1;0;0;-1;0;0;0;0;-1;0;-1;0;-1;0;-1;-1;-1;0;-1;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;2477;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;1255;0;0;0;0;0;0;0;1185;0;0;0;0;0;0;0;0;-1;0
Lefebvre et al. - 2018 - Overview of MDO enhancement in the AGILE project ;0;0;0;0;0;0;0;2006;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;12706;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1
Alia et al. - A Product Life Cycle Ontology for Additive Manufac;0;0;0;0;0;0;0;0;3844;0;1148;0;0;0;0;0;-1;0;0;0;-1;1867;0;-1;0;0;3227;-1;1934;0;-1;-1;0;0;0;0;0;0;1340;-1;0;0;0;0;0;4707;0;0;-1;0;-1;-1;0;0;-1;0;0;0;0;0;-1;0;0;0;0;-1;0;1428;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;2095;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;31269;0;0;0;0;0;0;0;0;0;0;-1;0
Valasek et al. - 2020 - Derived Angle of Attack and Sideslip Angle Charact;0;0;12181;0;0;0;4390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1612;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Mehmood et al. - Research Article A Flexible and Scalable Architect;0;0;37462;0;0;0;0;0;0;-1;4090;0;0;0;0;0;0;18384;0;0;1267;0;0;0;2078;0;0;0;-1;0;0;-1;0;0;0;0;0;0;39884;0;0;0;0;0;0;-1;0;0;-1;-1;-1;-1;0;0;0;-1;0;28674;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;-1;0;0;-1;0;-1;0;0;-1;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;11530;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;11956;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Manupati et al. - 2017 - Research Article Telefacturing Based Distributed M;0;0;0;0;0;0;0;0;1253;0;-1;0;0;0;0;0;0;1425;0;0;0;-1;0;0;-1;0;-1;0;-1;0;0;-1;0;0;0;0;0;0;10722;0;0;-1;0;0;0;-1;-1;0;-1;-1;-1;-1;2679;0;0;0;-1;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;7422;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Boussuge et al. - 2019 - Capturing simulation intent in an ontology CAD an;0;0;0;0;0;0;0;0;0;0;1359;0;0;0;0;0;0;0;0;0;2337;0;0;-1;1741;0;3617;-1;-1;0;-1;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;3071;-1;-1;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;1359;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;-1;0;-1;0;-1;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;-1;0;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;2475;0;0;0;0;0;0;0;0;-1;0
Kang et al. - 2019 - Automated feedback generation for formal manufactu;0;0;0;0;0;0;0;0;0;0;19342;0;0;0;0;0;0;3308;0;0;-1;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;2257;-1;0;0;0;0;0;-1;0;0;-1;-1;8404;-1;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;-1;-1;0;-1;0;0;0;0;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;8746;0;0;0;0;0;0;0;0;-1;0
Gao et al. - 2021 - Analysis and application of manufacturing data dri;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3535;0;0;0;0;7935;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;-1;0;-1;0;-1;-1;-1;0;0;10702;-1;-1;0;0;-1;0;0;0;0;0;0;1190;0;-1;-1;0;-1;0;0;-1;-1;-1;0;0;0;-1;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Mao und Sen - 2018 - Physics-based semantic reasoning for function mode;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;-1;0;8628;0;5666;-1;0;0;0;0;0;21297;-1;0;0;0;0;0;0;0;0;0;-1;-1;0;-1;1329;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;-1;0;0;1110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;1823;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;8295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Hensel et al. - 2015 - Holistic ontology-based assistance system for effi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sutherland - Complexities in Creating and Defining Topical Meta;0;0;0;0;0;0;3361;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;0;-1;0;0;-1;-1;0;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12663;0;0;0;0
Charles et al. - 2005 - Standardization of the finite element analysis dat;0;0;-1;0;0;0;0;0;0;1760;0;0;0;0;2529;0;0;-1;0;0;0;-1;0;0;-1;0;-1;0;3448;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;-1;-1;0;0;3638;0;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;3125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Jian - 2011 - Knowledge search for new product development a mu;0;0;0;0;0;0;0;0;0;0;0;0;1739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2109;0;3877;0;0;0;0;0;0;1884;64095;5703;0;0;0;-1;4640;0;0;0;-1;18899;-1;0;0;0;0;0;0;1500;0;0;0;0;0;-1;12025;0;-1;0;0;-1;0;74715;9810;0;3990;-1;3945;0;78735;0;-1;0;43526;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;-1;-1;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;8673;0;0;2123;0;0;64354;0;-1;0;0;0;0;-1;0;0;-1;0;1649;0;0;0;0;0;0;70018;0;0;-1;0
Heikkinen und Müller - 2015 - Multidisciplinary analysis of jet engine component;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;1104;0;0;1576;6023;0;0;0;1207;0;0;0;0;0;1524;0;0;0;0;0;0;3569;27541;-1;-1;-1;0;0;-1;0;14931;0;0;-1;2648;0;0;0;-1;0;0;0;0;0;0;0;0;-1;-1;0;0;0;-1;0;-1;0;-1;21422;-1;0;-1;-1;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;0;0;3563;0;0;0;0;0;0;0;-1;0;0;-1;0
Bicchierai - 2014 - An Ontological Approach Supporting the Development;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;1053;19040;0;0;0;0;0;-1;2489;0;2260;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;12217;0;0;0;-1;-1;-1;-1;0;0;0;-1;-1;28615;0;0;0;0;0;0;0;0;-1;-1;0;-1;0;0;-1;0;0;0;7802;11830;0;-1;0;-1;0;0;-1;-1;0;35116;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;8322;0;0;26245;0;0;0;0;0;0;0;0;0;0;0;-1;3469;2959;-1;0;0;0;0;0;0;0;0;0;-1;0
Hao et al. - 2013 - A user-oriented design knowledge reuse model;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Clarke et al. - 2021 - Natural Language Processing Analysis of Notices To;2527;0;0;0;0;0;0;0;0;24503;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;7281;0;0;1754;0;0;0;0;2565;0;0;0;0;0;-1;2421;0;0;14125;0;-1;0;0;0;-1;0;-1;0;0;0;0;0;0;0;-1;0;0;0;-1;0;-1;-1;0;0;0;0;-1;0;-1;0;-1;0;-1;0;-1;0;-1;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2734;0
Yang et al. - 2020 - Intelligent planning of product assembly sequences;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;2712;0;-1;0;0;0;-1;-1;0;0;0;0;0;0;9281;0;0;0;0;0;0;-1;0;0;-1;0;-1;-1;0;0;0;-1;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;-1;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;4929;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;1654;0;0;0;0;0;-1;0;4721;1708;0;0;0;0;0;0;0;-1;0
Cherukuri - Thesis Report;0;0;0;0;0;0;0;0;0;0;1534;0;1021;0;0;1943;0;0;0;0;0;0;0;0;-1;0;4018;5829;8080;0;0;0;0;0;0;0;0;0;6221;3464;0;0;0;0;0;0;0;0;-1;9275;0;11957;0;2190;0;-1;0;10934;0;-1;0;0;0;0;0;-1;0;0;0;2110;0;-1;-1;0;-1;-1;-1;-1;0;-1;0;-1;0;0;0;-1;0;-1;-1;-1;0;-1;-1;2133;1943;0;0;0;0;0;0;0;0;0;0;0;0;5586;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;3511;0;0;-1;-1;0;0;0;0;0;0;13422;0;0;-1;0
Foeken und Voskuijl - 2010 - Knowledge-based simulation model generation for co;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;-1;-1;0;0;1141;0;0;0;-1;0;0;-1;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;-1;0;-1;0;3463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;3443;0;0;0;0;14366;0;0;0;0;0;0;0;0;0;0;-1;0
Otte et al. - 2019 - An ontological approach to representing the produc;0;0;0;0;0;0;0;0;3080;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;-1;0;0;0;0;-1;0;6553;0;-1;0;-1;0;0;0;-1;-1;0;0;-1;0;-1;0;-1;-1;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Yang - 2024 - Diversified Teaching of English Translation Course;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;-1;0;-1;-1;-1;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0
Sutherland - 2015 - Complexities in Creating and Defining Topical Meta;0;0;0;0;0;0;3337;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;0;-1;0;0;-1;-1;0;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12589;0;0;0;0
