process,software,data item,data model,data format specification
flight test,,design parts,,
semantic representation,,design parts,,
plm,,design parts,,
solving,,design parts,,
calculation report,,design parts,,
navigation,,design parts,,
system integration,,design parts,,
airworthiness test,,design parts,,
convert file formats,,design parts,,
nation decision,,design parts,,
reasoning,,design parts,,
creation,,design parts,,
crawling,,design parts,,
knowledge engineering,,design parts,,
knowledge storage,,design parts,,
configuration management,,design parts,,
knowledge base building,,design parts,,
design space visualization,,design parts,,
system synthesis,,design parts,,
test report,,design parts,,
optimization,,design parts,,
physical sensing,,design parts,,
data visualization,,design parts,,
alm,,design parts,,
,express application,design parts,,
,isight,design parts,,
,git,design parts,,
,aaa,design parts,,
,web server,design parts,,
,fortran application,design parts,,
,matlab,design parts,,
,multi-agent collaborative system,design parts,,
,triple store,design parts,,
,api,design parts,,
,google,design parts,,
,pest,design parts,,
,web-based decision tool,design parts,,
,java application,design parts,,
,catia,design parts,,
,learning tools,design parts,,
,file server,design parts,,
,tr,design parts,,
,optimus,design parts,,
,prado,design parts,,
,product data management system,design parts,,
,excel,design parts,,
,share point,design parts,,
,eclipse,design parts,,
,solidworks,design parts,,
, engineering java programming,design parts,,
,outlook,design parts,,
,access,design parts,,
,visualization package,design parts,,
,ke-chain,design parts,,
,expert systems,design parts,,
,rce,design parts,,
,python application,design parts,,
,workflow systems,design parts,,
,data mining,design parts,,
,word,design parts,,
,cloud visualization,design parts,,
,modelcenter,design parts,,
,cad programming interface,design parts,,
,,design parts,aerospace ontology,
,,design parts,owl dl,
,,design parts,uml,
,,design parts,sysml ,
,,design parts,topic maps,
,,design parts,sql,
,,design parts,xml-schema-definition,
,,design parts,rds,
,,design parts,nasa taxonomy,
,,design parts,python,
,,design parts,sysml,
,,design parts,openvsp,
,,design parts,express,
,,design parts,vba,
,,design parts,,igs
,,design parts,,mov
,,design parts,,ad_asm
,,design parts,,direct api
,,design parts,,database
,,design parts,,ms excel
,,design parts,,stl
,,design parts,,json
,,design parts,,xml
,,design parts,,step
,,design parts,,pdf
,,design parts,,vrml
,,design parts,,html
,,design parts,,owl
,,design parts,,add
,,design parts,,flat file
,,design parts,,ms word
,,design parts,,rdf
,,design parts,,csv
knowledge based engineering,,description,,
business process integration,,description,,
training,,description,,
preliminary design,,description,,
information clustering,,description,,
knowledge interaction,,description,,
semantic lexicon,,description,,
multidisciplinary modeling,,description,,
processing,,description,,
information sharing,,description,,
evaluation,,description,,
manufacturing,,description,,
life cycle simulation,,description,,
mdo process formulation,,description,,
information search,,description,,
design blueprint,,description,,
product support,,description,,
design,,description,,
certification,,description,,
ground test,,description,,
processe data,,description,,
generate fem model,,description,,
data validation,,description,,
structural solver,,description,,
disciplinary analysis,,description,,
acquisition,,description,,
tooling development,,description,,
manufacture,,description,,
ontology modeling,,description,,
general assembly,,description,,
conceptual modelling,,description,,
failure,,description,,
data storage,,description,,
knowledge exploration,,description,,
knowledge classification,,description,,
system identification,,description,,
knowledge capture,,description,,
express ontology,,description,,
analysis,,description,,
knowledge management,,description,,
development,,description,,
detailed design,,description,,
recycling,,description,,
knowledge discovery,,description,,
failure management,,description,,
project planning,,description,,
dissemination,,description,,
ontological engineering,,description,,
problem solving,,description,,
decision support,,description,,
system arch,,description,,
flight test report,,description,,
customer service,,description,,
system specification,,description,,
design concepts formalization,,description,,
product verification,,description,,
archive,,description,,
concept design,,description,,
product data management,,description,,
review,,description,,
access product design data,,description,,
automated reasoning,,description,,
system architecting,,description,,
share documents,,description,,
context inference,,description,,
inference,,description,,
scheduling,,description,,
mission analysis,,description,,
product design,,description,,
manufacturing preparation,,description,,
workflow management,,description,,
check,,description,,
engine analysis,,description,,
resource description,,description,,
flight-test preparation,,description,,
analyzing,,description,,
system design,,description,,
link analysis,,description,,
information classification,,description,,
feature processing,,description,,
information push,,description,,
enterprise resource planning,,description,,
detailed,,description,,
flight test,,description,,
semantic representation,,description,,
plm,,description,,
solving,,description,,
calculation report,,description,,
navigation,,description,,
system integration,,description,,
airworthiness test,,description,,
convert file formats,,description,,
nation decision,,description,,
reasoning,,description,,
creation,,description,,
crawling,,description,,
knowledge engineering,,description,,
knowledge storage,,description,,
configuration management,,description,,
knowledge base building,,description,,
design space visualization,,description,,
system synthesis,,description,,
test report,,description,,
optimization,,description,,
physical sensing,,description,,
data visualization,,description,,
alm,,description,,
,express application,description,,
,brics,description,,
,isight,description,,
,ug,description,,
,git,description,,
,aaa,description,,
,web server,description,,
,fortran application,description,,
,matlab,description,,
,multi-agent collaborative system,description,,
,triple store,description,,
,ideas,description,,
,api,description,,
,google,description,,
,pest,description,,
,web-based decision tool,description,,
,java application,description,,
,catia,description,,
,learning tools,description,,
,file server,description,,
,tr,description,,
,optimus,description,,
,prado,description,,
,product data management system,description,,
,protégé,description,,
,excel,description,,
,share point,description,,
,eclipse,description,,
,brics technology,description,,
,sas,description,,
,reasoner,description,,
,solidworks,description,,
, engineering java programming,description,,
,outlook,description,,
,access,description,,
,visualization package,description,,
,wikipedia,description,,
,ke-chain,description,,
,expert systems,description,,
,rce,description,,
,python application,description,,
,flops,description,,
,workflow systems,description,,
,data mining,description,,
,word,description,,
,cloud visualization,description,,
,modelcenter,description,,
,cad programming interface,description,,
,,description,aerospace ontology,
,,description,owl-ql,
,,description,owl dl,
,,description,uml,
,,description,sysml ,
,,description,topic maps,
,,description,sql,
,,description,xml-schema-definition,
,,description,rds,
,,description,nasa taxonomy,
,,description,wordnet,
,,description,python,
,,description,sysml,
,,description,sparql,
,,description,cco,
,,description,openvsp,
,,description,express,
,,description,vba,
,,description,,igs
,,description,,mov
,,description,,cpacs
,,description,,ad_asm
,,description,,direct api
,,description,,database
,,description,,wav
,,description,,ms excel
,,description,,stl
,,description,,json
,,description,,xml
,,description,,step
,,description,,pdf
,,description,,vrml
,,description,,html
,,description,,owl
,,description,,add
,,description,,flat file
,,description,,ms word
,,description,,tiff
,,description,,rdf
,,description,,csv
knowledge based engineering,,object definitions,,
business process integration,,object definitions,,
training,,object definitions,,
preliminary design,,object definitions,,
knowledge interaction,,object definitions,,
multidisciplinary modeling,,object definitions,,
processing,,object definitions,,
information sharing,,object definitions,,
evaluation,,object definitions,,
manufacturing,,object definitions,,
life cycle simulation,,object definitions,,
information search,,object definitions,,
product support,,object definitions,,
design,,object definitions,,
certification,,object definitions,,
ground test,,object definitions,,
generate fem model,,object definitions,,
data validation,,object definitions,,
structural solver,,object definitions,,
disciplinary analysis,,object definitions,,
acquisition,,object definitions,,
tooling development,,object definitions,,
manufacture,,object definitions,,
ontology modeling,,object definitions,,
general assembly,,object definitions,,
conceptual modelling,,object definitions,,
failure,,object definitions,,
data storage,,object definitions,,
knowledge classification,,object definitions,,
system identification,,object definitions,,
knowledge capture,,object definitions,,
express ontology,,object definitions,,
analysis,,object definitions,,
knowledge management,,object definitions,,
development,,object definitions,,
detailed design,,object definitions,,
recycling,,object definitions,,
failure management,,object definitions,,
project planning,,object definitions,,
ontological engineering,,object definitions,,
problem solving,,object definitions,,
decision support,,object definitions,,
flight test report,,object definitions,,
customer service,,object definitions,,
system specification,,object definitions,,
product verification,,object definitions,,
archive,,object definitions,,
concept design,,object definitions,,
product data management,,object definitions,,
review,,object definitions,,
access product design data,,object definitions,,
automated reasoning,,object definitions,,
share documents,,object definitions,,
context inference,,object definitions,,
inference,,object definitions,,
scheduling,,object definitions,,
mission analysis,,object definitions,,
product design,,object definitions,,
manufacturing preparation,,object definitions,,
workflow management,,object definitions,,
check,,object definitions,,
engine analysis,,object definitions,,
resource description,,object definitions,,
system design,,object definitions,,
link analysis,,object definitions,,
information classification,,object definitions,,
feature processing,,object definitions,,
information push,,object definitions,,
enterprise resource planning,,object definitions,,
detailed,,object definitions,,
flight test,,object definitions,,
semantic representation,,object definitions,,
plm,,object definitions,,
solving,,object definitions,,
calculation report,,object definitions,,
navigation,,object definitions,,
system integration,,object definitions,,
airworthiness test,,object definitions,,
nation decision,,object definitions,,
reasoning,,object definitions,,
creation,,object definitions,,
knowledge engineering,,object definitions,,
knowledge storage,,object definitions,,
configuration management,,object definitions,,
knowledge base building,,object definitions,,
design space visualization,,object definitions,,
system synthesis,,object definitions,,
test report,,object definitions,,
optimization,,object definitions,,
data visualization,,object definitions,,
,express application,object definitions,,
,oracle server,object definitions,,
,ug,object definitions,,
,web server,object definitions,,
,fortran application,object definitions,,
,matlab,object definitions,,
,multi-agent collaborative system,object definitions,,
,api,object definitions,,
,google,object definitions,,
,web-based decision tool,object definitions,,
,java application,object definitions,,
,catia,object definitions,,
,learning tools,object definitions,,
,file server,object definitions,,
,tr,object definitions,,
,product data management system,object definitions,,
,share point,object definitions,,
,solidworks,object definitions,,
, engineering java programming,object definitions,,
,access,object definitions,,
,visualization package,object definitions,,
,wikipedia,object definitions,,
,ke-chain,object definitions,,
,expert systems,object definitions,,
,rce,object definitions,,
,python application,object definitions,,
,workflow systems,object definitions,,
,word,object definitions,,
,cad programming interface,object definitions,,
,oracle,object definitions,,
,,object definitions,aerospace ontology,
,,object definitions,uml,
,,object definitions,xml-schema-definition,
,,object definitions,python,
,,object definitions,express,
,,object definitions,vba,
,,object definitions,,direct api
,,object definitions,,database
,,object definitions,,xml
,,object definitions,,step
,,object definitions,,vrml
,,object definitions,,html
,,object definitions,,owl
,,object definitions,,add
,,object definitions,,ms word
,,object definitions,,rdf
knowledge based engineering,,documents,,
business process integration,,documents,,
training,,documents,,
preliminary design,,documents,,
information clustering,,documents,,
knowledge interaction,,documents,,
semantic lexicon,,documents,,
multidisciplinary modeling,,documents,,
processing,,documents,,
information sharing,,documents,,
evaluation,,documents,,
manufacturing,,documents,,
life cycle simulation,,documents,,
information search,,documents,,
design blueprint,,documents,,
product support,,documents,,
design,,documents,,
certification,,documents,,
ground test,,documents,,
data validation,,documents,,
structural solver,,documents,,
disciplinary analysis,,documents,,
acquisition,,documents,,
tooling development,,documents,,
manufacture,,documents,,
ontology modeling,,documents,,
general assembly,,documents,,
conceptual modelling,,documents,,
failure,,documents,,
data storage,,documents,,
knowledge exploration,,documents,,
knowledge classification,,documents,,
system identification,,documents,,
knowledge capture,,documents,,
express ontology,,documents,,
analysis,,documents,,
knowledge management,,documents,,
development,,documents,,
detailed design,,documents,,
knowledge discovery,,documents,,
failure management,,documents,,
project planning,,documents,,
dissemination,,documents,,
ontological engineering,,documents,,
problem solving,,documents,,
decision support,,documents,,
system arch,,documents,,
flight test report,,documents,,
customer service,,documents,,
system specification,,documents,,
design concepts formalization,,documents,,
product verification,,documents,,
archive,,documents,,
concept design,,documents,,
product data management,,documents,,
review,,documents,,
access product design data,,documents,,
automated reasoning,,documents,,
share documents,,documents,,
context inference,,documents,,
inference,,documents,,
scheduling,,documents,,
mission analysis,,documents,,
product design,,documents,,
manufacturing preparation,,documents,,
workflow management,,documents,,
check,,documents,,
engine analysis,,documents,,
resource description,,documents,,
flight-test preparation,,documents,,
system design,,documents,,
link analysis,,documents,,
information classification,,documents,,
feature processing,,documents,,
information push,,documents,,
enterprise resource planning,,documents,,
detailed,,documents,,
flight test,,documents,,
semantic representation,,documents,,
plm,,documents,,
solving,,documents,,
calculation report,,documents,,
navigation,,documents,,
system integration,,documents,,
airworthiness test,,documents,,
convert file formats,,documents,,
nation decision,,documents,,
reasoning,,documents,,
creation,,documents,,
crawling,,documents,,
knowledge engineering,,documents,,
knowledge storage,,documents,,
configuration management,,documents,,
knowledge base building,,documents,,
design space visualization,,documents,,
system synthesis,,documents,,
test report,,documents,,
optimization,,documents,,
physical sensing,,documents,,
data visualization,,documents,,
alm,,documents,,
,express application,documents,,
,oracle server,documents,,
,web server,documents,,
,fortran application,documents,,
,matlab,documents,,
,multi-agent collaborative system,documents,,
,triple store,documents,,
,api,documents,,
,google,documents,,
,pest,documents,,
,web-based decision tool,documents,,
,java application,documents,,
,catia,documents,,
,learning tools,documents,,
,file server,documents,,
,tr,documents,,
,product data management system,documents,,
,protégé,documents,,
,excel,documents,,
,share point,documents,,
,eclipse,documents,,
, engineering java programming,documents,,
,access,documents,,
,visualization package,documents,,
,expert systems,documents,,
,rce,documents,,
,python application,documents,,
,workflow systems,documents,,
,data mining,documents,,
,word,documents,,
,cloud visualization,documents,,
,cad programming interface,documents,,
,oracle,documents,,
,,documents,aerospace ontology,
,,documents,owl dl,
,,documents,uml,
,,documents,sysml ,
,,documents,topic maps,
,,documents,sql,
,,documents,xml-schema-definition,
,,documents,nasa taxonomy,
,,documents,wordnet,
,,documents,python,
,,documents,sysml,
,,documents,sparql,
,,documents,express,
,,documents,vba,
,,documents,,ad_asm
,,documents,,direct api
,,documents,,database
,,documents,,ms excel
,,documents,,stl
,,documents,,json
,,documents,,xml
,,documents,,step
,,documents,,pdf
,,documents,,vrml
,,documents,,html
,,documents,,owl
,,documents,,add
,,documents,,flat file
,,documents,,ms word
,,documents,,rdf
knowledge based engineering,,taxonomy,,
business process integration,,taxonomy,,
training,,taxonomy,,
preliminary design,,taxonomy,,
knowledge interaction,,taxonomy,,
semantic lexicon,,taxonomy,,
multidisciplinary modeling,,taxonomy,,
processing,,taxonomy,,
information sharing,,taxonomy,,
evaluation,,taxonomy,,
manufacturing,,taxonomy,,
life cycle simulation,,taxonomy,,
mdo process formulation,,taxonomy,,
information search,,taxonomy,,
design blueprint,,taxonomy,,
product support,,taxonomy,,
design,,taxonomy,,
ground test,,taxonomy,,
processe data,,taxonomy,,
data validation,,taxonomy,,
disciplinary analysis,,taxonomy,,
acquisition,,taxonomy,,
manufacture,,taxonomy,,
ontology modeling,,taxonomy,,
general assembly,,taxonomy,,
conceptual modelling,,taxonomy,,
failure,,taxonomy,,
data storage,,taxonomy,,
knowledge exploration,,taxonomy,,
knowledge classification,,taxonomy,,
system identification,,taxonomy,,
knowledge capture,,taxonomy,,
express ontology,,taxonomy,,
analysis,,taxonomy,,
knowledge management,,taxonomy,,
development,,taxonomy,,
detailed design,,taxonomy,,
knowledge discovery,,taxonomy,,
failure management,,taxonomy,,
project planning,,taxonomy,,
dissemination,,taxonomy,,
ontological engineering,,taxonomy,,
problem solving,,taxonomy,,
decision support,,taxonomy,,
system arch,,taxonomy,,
flight test report,,taxonomy,,
customer service,,taxonomy,,
system specification,,taxonomy,,
design concepts formalization,,taxonomy,,
product verification,,taxonomy,,
archive,,taxonomy,,
concept design,,taxonomy,,
product data management,,taxonomy,,
review,,taxonomy,,
access product design data,,taxonomy,,
automated reasoning,,taxonomy,,
share documents,,taxonomy,,
context inference,,taxonomy,,
inference,,taxonomy,,
scheduling,,taxonomy,,
mission analysis,,taxonomy,,
product design,,taxonomy,,
manufacturing preparation,,taxonomy,,
check,,taxonomy,,
engine analysis,,taxonomy,,
resource description,,taxonomy,,
flight-test preparation,,taxonomy,,
system design,,taxonomy,,
link analysis,,taxonomy,,
information classification,,taxonomy,,
feature processing,,taxonomy,,
information push,,taxonomy,,
enterprise resource planning,,taxonomy,,
detailed,,taxonomy,,
flight test,,taxonomy,,
semantic representation,,taxonomy,,
plm,,taxonomy,,
solving,,taxonomy,,
calculation report,,taxonomy,,
navigation,,taxonomy,,
system integration,,taxonomy,,
convert file formats,,taxonomy,,
nation decision,,taxonomy,,
reasoning,,taxonomy,,
creation,,taxonomy,,
knowledge engineering,,taxonomy,,
knowledge storage,,taxonomy,,
configuration management,,taxonomy,,
knowledge base building,,taxonomy,,
design space visualization,,taxonomy,,
system synthesis,,taxonomy,,
test report,,taxonomy,,
optimization,,taxonomy,,
physical sensing,,taxonomy,,
data visualization,,taxonomy,,
,express application,taxonomy,,
,git,taxonomy,,
,web server,taxonomy,,
,fortran application,taxonomy,,
,matlab,taxonomy,,
,multi-agent collaborative system,taxonomy,,
,triple store,taxonomy,,
,api,taxonomy,,
,web-based decision tool,taxonomy,,
,java application,taxonomy,,
,learning tools,taxonomy,,
,file server,taxonomy,,
,tr,taxonomy,,
,product data management system,taxonomy,,
,protégé,taxonomy,,
,excel,taxonomy,,
,share point,taxonomy,,
,sas,taxonomy,,
,reasoner,taxonomy,,
, engineering java programming,taxonomy,,
,access,taxonomy,,
,visualization package,taxonomy,,
,wikipedia,taxonomy,,
,expert systems,taxonomy,,
,python application,taxonomy,,
,flops,taxonomy,,
,workflow systems,taxonomy,,
,data mining,taxonomy,,
,word,taxonomy,,
,cloud visualization,taxonomy,,
,cad programming interface,taxonomy,,
,,taxonomy,aerospace ontology,
,,taxonomy,owl-ql,
,,taxonomy,uml,
,,taxonomy,sysml ,
,,taxonomy,topic maps,
,,taxonomy,sql,
,,taxonomy,xml-schema-definition,
,,taxonomy,rds,
,,taxonomy,nasa taxonomy,
,,taxonomy,python,
,,taxonomy,sysml,
,,taxonomy,sparql,
,,taxonomy,cco,
,,taxonomy,express,
,,taxonomy,,mov
,,taxonomy,,ad_asm
,,taxonomy,,direct api
,,taxonomy,,database
,,taxonomy,,wav
,,taxonomy,,ms excel
,,taxonomy,,stl
,,taxonomy,,xml
,,taxonomy,,step
,,taxonomy,,pdf
,,taxonomy,,html
,,taxonomy,,owl
,,taxonomy,,add
,,taxonomy,,flat file
,,taxonomy,,ms word
,,taxonomy,,tiff
,,taxonomy,,rdf
knowledge based engineering,,bom,,
business process integration,,bom,,
training,,bom,,
preliminary design,,bom,,
knowledge interaction,,bom,,
multidisciplinary modeling,,bom,,
processing,,bom,,
information sharing,,bom,,
evaluation,,bom,,
manufacturing,,bom,,
life cycle simulation,,bom,,
information search,,bom,,
product support,,bom,,
design,,bom,,
ground test,,bom,,
data validation,,bom,,
acquisition,,bom,,
tooling development,,bom,,
manufacture,,bom,,
ontology modeling,,bom,,
general assembly,,bom,,
conceptual modelling,,bom,,
data storage,,bom,,
knowledge classification,,bom,,
system identification,,bom,,
knowledge capture,,bom,,
express ontology,,bom,,
analysis,,bom,,
knowledge management,,bom,,
development,,bom,,
detailed design,,bom,,
project planning,,bom,,
ontological engineering,,bom,,
problem solving,,bom,,
decision support,,bom,,
flight test report,,bom,,
customer service,,bom,,
system specification,,bom,,
product verification,,bom,,
concept design,,bom,,
product data management,,bom,,
review,,bom,,
access product design data,,bom,,
automated reasoning,,bom,,
share documents,,bom,,
context inference,,bom,,
inference,,bom,,
mission analysis,,bom,,
product design,,bom,,
manufacturing preparation,,bom,,
workflow management,,bom,,
check,,bom,,
engine analysis,,bom,,
resource description,,bom,,
system design,,bom,,
link analysis,,bom,,
information classification,,bom,,
feature processing,,bom,,
information push,,bom,,
enterprise resource planning,,bom,,
detailed,,bom,,
flight test,,bom,,
semantic representation,,bom,,
plm,,bom,,
solving,,bom,,
calculation report,,bom,,
navigation,,bom,,
system integration,,bom,,
airworthiness test,,bom,,
convert file formats,,bom,,
reasoning,,bom,,
creation,,bom,,
knowledge engineering,,bom,,
knowledge storage,,bom,,
configuration management,,bom,,
knowledge base building,,bom,,
design space visualization,,bom,,
system synthesis,,bom,,
test report,,bom,,
optimization,,bom,,
data visualization,,bom,,
,express application,bom,,
,matlab,bom,,
,multi-agent collaborative system,bom,,
,web-based decision tool,bom,,
,java application,bom,,
,catia,bom,,
,learning tools,bom,,
,tr,bom,,
,product data management system,bom,,
,excel,bom,,
,share point,bom,,
, engineering java programming,bom,,
,access,bom,,
,visualization package,bom,,
,wikipedia,bom,,
,expert systems,bom,,
,workflow systems,bom,,
,word,bom,,
,cloud visualization,bom,,
,cad programming interface,bom,,
,,bom,aerospace ontology,
,,bom,xml-schema-definition,
,,bom,express,
,,bom,vba,
,,bom,,mov
,,bom,,ad_asm
,,bom,,database
,,bom,,wav
,,bom,,ms excel
,,bom,,stl
,,bom,,xml
,,bom,,step
,,bom,,pdf
,,bom,,vrml
,,bom,,html
,,bom,,owl
,,bom,,add
,,bom,,ms word
,,bom,,tiff
knowledge based engineering,,implicit geometry,,
business process integration,,implicit geometry,,
training,,implicit geometry,,
preliminary design,,implicit geometry,,
knowledge interaction,,implicit geometry,,
semantic lexicon,,implicit geometry,,
multidisciplinary modeling,,implicit geometry,,
processing,,implicit geometry,,
information sharing,,implicit geometry,,
evaluation,,implicit geometry,,
manufacturing,,implicit geometry,,
life cycle simulation,,implicit geometry,,
mdo process formulation,,implicit geometry,,
information search,,implicit geometry,,
design blueprint,,implicit geometry,,
product support,,implicit geometry,,
design,,implicit geometry,,
certification,,implicit geometry,,
ground test,,implicit geometry,,
data validation,,implicit geometry,,
structural solver,,implicit geometry,,
disciplinary analysis,,implicit geometry,,
acquisition,,implicit geometry,,
tooling development,,implicit geometry,,
manufacture,,implicit geometry,,
ontology modeling,,implicit geometry,,
general assembly,,implicit geometry,,
conceptual modelling,,implicit geometry,,
failure,,implicit geometry,,
data storage,,implicit geometry,,
knowledge exploration,,implicit geometry,,
knowledge classification,,implicit geometry,,
system identification,,implicit geometry,,
knowledge capture,,implicit geometry,,
express ontology,,implicit geometry,,
analysis,,implicit geometry,,
knowledge management,,implicit geometry,,
development,,implicit geometry,,
detailed design,,implicit geometry,,
knowledge discovery,,implicit geometry,,
failure management,,implicit geometry,,
project planning,,implicit geometry,,
dissemination,,implicit geometry,,
ontological engineering,,implicit geometry,,
problem solving,,implicit geometry,,
decision support,,implicit geometry,,
flight test report,,implicit geometry,,
customer service,,implicit geometry,,
system specification,,implicit geometry,,
design concepts formalization,,implicit geometry,,
product verification,,implicit geometry,,
archive,,implicit geometry,,
concept design,,implicit geometry,,
product data management,,implicit geometry,,
review,,implicit geometry,,
access product design data,,implicit geometry,,
automated reasoning,,implicit geometry,,
share documents,,implicit geometry,,
context inference,,implicit geometry,,
inference,,implicit geometry,,
scheduling,,implicit geometry,,
mission analysis,,implicit geometry,,
product design,,implicit geometry,,
manufacturing preparation,,implicit geometry,,
workflow management,,implicit geometry,,
check,,implicit geometry,,
engine analysis,,implicit geometry,,
resource description,,implicit geometry,,
flight-test preparation,,implicit geometry,,
analyzing,,implicit geometry,,
system design,,implicit geometry,,
link analysis,,implicit geometry,,
information classification,,implicit geometry,,
feature processing,,implicit geometry,,
information push,,implicit geometry,,
enterprise resource planning,,implicit geometry,,
detailed,,implicit geometry,,
flight test,,implicit geometry,,
semantic representation,,implicit geometry,,
plm,,implicit geometry,,
solving,,implicit geometry,,
calculation report,,implicit geometry,,
navigation,,implicit geometry,,
system integration,,implicit geometry,,
convert file formats,,implicit geometry,,
nation decision,,implicit geometry,,
reasoning,,implicit geometry,,
creation,,implicit geometry,,
knowledge engineering,,implicit geometry,,
knowledge storage,,implicit geometry,,
configuration management,,implicit geometry,,
knowledge base building,,implicit geometry,,
design space visualization,,implicit geometry,,
system synthesis,,implicit geometry,,
test report,,implicit geometry,,
optimization,,implicit geometry,,
physical sensing,,implicit geometry,,
data visualization,,implicit geometry,,
,express application,implicit geometry,,
,git,implicit geometry,,
,web server,implicit geometry,,
,fortran application,implicit geometry,,
,matlab,implicit geometry,,
,multi-agent collaborative system,implicit geometry,,
,triple store,implicit geometry,,
,api,implicit geometry,,
,web-based decision tool,implicit geometry,,
,java application,implicit geometry,,
,learning tools,implicit geometry,,
,file server,implicit geometry,,
,tr,implicit geometry,,
,product data management system,implicit geometry,,
,excel,implicit geometry,,
,share point,implicit geometry,,
,eclipse,implicit geometry,,
,sas,implicit geometry,,
, engineering java programming,implicit geometry,,
,outlook,implicit geometry,,
,access,implicit geometry,,
,visualization package,implicit geometry,,
,ke-chain,implicit geometry,,
,expert systems,implicit geometry,,
,rce,implicit geometry,,
,python application,implicit geometry,,
,flops,implicit geometry,,
,workflow systems,implicit geometry,,
,data mining,implicit geometry,,
,word,implicit geometry,,
,cloud visualization,implicit geometry,,
,cad programming interface,implicit geometry,,
,,implicit geometry,aerospace ontology,
,,implicit geometry,owl dl,
,,implicit geometry,uml,
,,implicit geometry,sysml ,
,,implicit geometry,topic maps,
,,implicit geometry,xml-schema-definition,
,,implicit geometry,rds,
,,implicit geometry,nasa taxonomy,
,,implicit geometry,python,
,,implicit geometry,sysml,
,,implicit geometry,express,
,,implicit geometry,,igs
,,implicit geometry,,mov
,,implicit geometry,,direct api
,,implicit geometry,,database
,,implicit geometry,,json
,,implicit geometry,,xml
,,implicit geometry,,step
,,implicit geometry,,pdf
,,implicit geometry,,html
,,implicit geometry,,owl
,,implicit geometry,,add
,,implicit geometry,,flat file
,,implicit geometry,,rdf
knowledge based engineering,,explicit geometry,,
business process integration,,explicit geometry,,
training,,explicit geometry,,
preliminary design,,explicit geometry,,
knowledge interaction,,explicit geometry,,
semantic lexicon,,explicit geometry,,
multidisciplinary modeling,,explicit geometry,,
processing,,explicit geometry,,
information sharing,,explicit geometry,,
evaluation,,explicit geometry,,
manufacturing,,explicit geometry,,
life cycle simulation,,explicit geometry,,
mdo process formulation,,explicit geometry,,
information search,,explicit geometry,,
design blueprint,,explicit geometry,,
product support,,explicit geometry,,
design,,explicit geometry,,
certification,,explicit geometry,,
ground test,,explicit geometry,,
generate fem model,,explicit geometry,,
data validation,,explicit geometry,,
structural solver,,explicit geometry,,
disciplinary analysis,,explicit geometry,,
acquisition,,explicit geometry,,
tooling development,,explicit geometry,,
manufacture,,explicit geometry,,
ontology modeling,,explicit geometry,,
general assembly,,explicit geometry,,
conceptual modelling,,explicit geometry,,
failure,,explicit geometry,,
data storage,,explicit geometry,,
knowledge exploration,,explicit geometry,,
knowledge classification,,explicit geometry,,
system identification,,explicit geometry,,
knowledge capture,,explicit geometry,,
express ontology,,explicit geometry,,
analysis,,explicit geometry,,
knowledge management,,explicit geometry,,
development,,explicit geometry,,
detailed design,,explicit geometry,,
knowledge discovery,,explicit geometry,,
failure management,,explicit geometry,,
project planning,,explicit geometry,,
dissemination,,explicit geometry,,
ontological engineering,,explicit geometry,,
problem solving,,explicit geometry,,
decision support,,explicit geometry,,
system arch,,explicit geometry,,
flight test report,,explicit geometry,,
customer service,,explicit geometry,,
system specification,,explicit geometry,,
design concepts formalization,,explicit geometry,,
product verification,,explicit geometry,,
archive,,explicit geometry,,
concept design,,explicit geometry,,
product data management,,explicit geometry,,
review,,explicit geometry,,
access product design data,,explicit geometry,,
automated reasoning,,explicit geometry,,
share documents,,explicit geometry,,
context inference,,explicit geometry,,
inference,,explicit geometry,,
scheduling,,explicit geometry,,
mission analysis,,explicit geometry,,
product design,,explicit geometry,,
manufacturing preparation,,explicit geometry,,
workflow management,,explicit geometry,,
check,,explicit geometry,,
engine analysis,,explicit geometry,,
resource description,,explicit geometry,,
flight-test preparation,,explicit geometry,,
analyzing,,explicit geometry,,
system design,,explicit geometry,,
link analysis,,explicit geometry,,
information classification,,explicit geometry,,
feature processing,,explicit geometry,,
information push,,explicit geometry,,
enterprise resource planning,,explicit geometry,,
detailed,,explicit geometry,,
flight test,,explicit geometry,,
semantic representation,,explicit geometry,,
plm,,explicit geometry,,
solving,,explicit geometry,,
calculation report,,explicit geometry,,
navigation,,explicit geometry,,
system integration,,explicit geometry,,
airworthiness test,,explicit geometry,,
convert file formats,,explicit geometry,,
nation decision,,explicit geometry,,
reasoning,,explicit geometry,,
creation,,explicit geometry,,
knowledge engineering,,explicit geometry,,
knowledge storage,,explicit geometry,,
configuration management,,explicit geometry,,
knowledge base building,,explicit geometry,,
design space visualization,,explicit geometry,,
system synthesis,,explicit geometry,,
test report,,explicit geometry,,
optimization,,explicit geometry,,
physical sensing,,explicit geometry,,
data visualization,,explicit geometry,,
alm,,explicit geometry,,
,express application,explicit geometry,,
,git,explicit geometry,,
,web server,explicit geometry,,
,fortran application,explicit geometry,,
,matlab,explicit geometry,,
,multi-agent collaborative system,explicit geometry,,
,triple store,explicit geometry,,
,api,explicit geometry,,
,pest,explicit geometry,,
,web-based decision tool,explicit geometry,,
,java application,explicit geometry,,
,catia,explicit geometry,,
,learning tools,explicit geometry,,
,file server,explicit geometry,,
,tr,explicit geometry,,
,product data management system,explicit geometry,,
,excel,explicit geometry,,
,share point,explicit geometry,,
,eclipse,explicit geometry,,
